	15948X1	15948X10	15948X2	15948X3	15948X4	15948X5	15948X6	15948X7	15948X8	15948X9
Mier2	0.9961472853190172	1.074859169882458	1.2808684099275478	1.3877450645940494	0.9959936265929596	0.40991548972387115	1.5567413653279536	2.8923912632284963	1.771311374538144	1.6172592158726269
Ube2q1	9.35986704885425	9.022174638884161	9.765645040633803	9.23620354613069	8.36019144658731	7.626155280871268	8.961113313444137	10.989973828410804	11.425860915334747	10.13058441403359
4632404H12Rik	3.2814639861279638	4.36179738067266	4.769733487963983	4.024861769711355	3.4236081499842776	3.8161368166650695	4.529668500310976	2.6444560165067954	2.9027378047949544	3.044287555999891
Cux2	1.972562144904256	1.4735261980560748	1.5329675105153566	1.5413465148503749	1.4918360820905705	0.8741503817745395	1.385318486337462	1.213092798784442	1.4682705894355925	0.9384564276336086
Ipo11	10.400814112553414	8.368493139295264	8.60438955367217	11.502160524108447	9.038325515958492	7.164943647781616	10.595199729432057	14.721334806397572	12.004590784903233	13.675469142865598
Sh2b3	3.631098897784125	3.7235035606802245	3.065327559672922	3.9284318177358917	2.935329234320221	3.242732806373467	4.168534190106333	6.207292551829172	7.79530202185142	5.06492310222214
Fam199x	3.372664950342662	3.6969249482015774	3.2451106428164582	3.9433848716138122	3.2383294404576257	2.841797540158237	3.63266966452788	3.7753047165742686	3.2011339175682187	3.898704656803164
Kdm7a	9.613873058250293	9.947559812760181	9.955929508316807	13.482169612619082	11.40020177258446	9.546282987059884	11.586166280927513	13.87695699314656	11.938285037710058	11.633484948202367
Kcna4	1.946977352733288	2.1008203224372086	0.919640912970876	1.775948791448875	1.2514352307421142	0.1716820508922808	1.4641384390185763	1.1063014585381252	0.7821223070474944	0.5160726999374136
Atxn2	18.756925622405934	20.152758337479455	18.399173393857858	14.045424539268662	17.363068276780147	22.10923395769524	13.667909390761988	10.715751240135091	16.20330205863043	16.110592011089675
Hirip3	2.1684030386499646	3.3796276935892045	2.9209515428127752	2.265621755401511	3.8543440994400004	2.3794660531476777	3.0518102504905005	2.9899416772707617	2.9889706642940483	2.682234683405733
Asb4	2.3322760619603953	2.0424286843414694	0.8195731352627446	2.448614085367103	1.960161528659973	0.8345510122497561	1.5012877215362799	2.597458462810913	2.2476040634948333	1.6933340994294561
Stk40	5.870043044524966	5.89919469273572	5.2010273302594685	6.133222002446163	5.869137572664109	5.39941532630065	8.207851985652358	19.502547038411578	16.849121885623592	13.614425656639073
Pbxip1	12.27502992743243	10.328391116894645	9.83906955783978	13.265838956387324	10.016862894285882	8.63293552805605	14.195997334333383	33.034601207361725	32.78202124315408	23.511822080991735
Maff	1.0210764053295545	0.8569229643444929	1.6255235022821952	3.516672152323557	2.4955795362947195	5.882433825465441	4.03124122816606	5.929549811337684	4.278716085565119	4.420618653396476
Safb2	11.795089095193319	15.726006377788972	14.792832409069518	13.527973497769533	14.301033906645875	14.393700204927192	13.281069316979497	8.897675081242243	10.562476888354487	10.628126434211028
Shc1	4.101061746944139	3.023826889303174	2.7872822638186014	4.713422737083513	2.3919170017101696	3.122042497579995	3.5755386941171343	8.041810826252755	6.783583883025508	5.833791661159177
Zfyve1	2.563163591840087	3.1453005663483515	3.046512808227804	3.815827973426195	4.120529288660376	1.7372255550922073	3.91880628239808	5.421337688620459	4.414317453292334	3.68342024641604
Pla2g6	0.7921813181318543	0.5698510428143553	1.527906626285045	1.218555640299931	0.7920591217719941	0.4889749705056817	1.205412341157827	1.9220516609105287	1.4741443430794658	1.5923360532590942
Flad1	5.873028649078217	6.456661518319535	5.292276384217722	7.512837348362664	6.278370200222664	5.2895047663005155	6.671701998249887	9.467409273235756	7.2584573141451845	5.20866724131489
Itpr3	1.1860690258125428	1.1464765939936474	0.9259377992122042	1.3597277420997425	0.7905907140564361	0.6405898459544679	1.0731043575854728	1.4034843028441575	1.7534319297197467	1.650514156685263
